system:index,ID,Image_Datetime,mean,stdDev,sum,.geo
A2015206_0,1,2015-07-25 00:15:10,26.923035553549433,0.6017146106808299,2.709800148831936E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015205_0,1,2015-07-24 01:00:10,26.821242730530415,0.647956464371299,3.0026525819104314E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015204_0,1,2015-07-23 00:25:09,26.989942291066377,0.7057988168545739,1.7680111085212058E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015203_0,1,2015-07-22 00:00:09,26.880409185887153,0.5453172266606892,3.2718331555530113E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015202_0,1,2015-07-21 00:35:10,26.77149570973247,0.5599332575807024,2.0469016142114332E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015201_0,1,2015-07-20 00:00:09,26.72502621454602,0.6722027065472534,1.7659832490802535E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015200_0,1,2015-07-19 00:45:10,26.58535474678684,0.6259970433963676,1.2940590036701368E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015199_0,1,2015-07-18 00:10:10,27.107574141993997,0.7305938496500084,1.7323473730328393E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015198_0,1,2015-07-17 00:55:10,27.077187409085667,0.8386555437879623,1.8723470645150888E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015197_0,1,2015-07-16 00:20:10,27.526864876490716,0.5059671046867339,1.921059096280661E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015196_0,1,2015-07-15 01:00:10,27.387743415349203,0.5701539939388522,2.7237084792098105E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015195_0,1,2015-07-14 00:30:10,27.39010087402324,0.6289469544028902,1.9693624860276315E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015194_0,1,2015-07-13 00:00:10,27.259365442682277,0.5089899891260292,3.246950119567934E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015193_0,1,2015-07-12 00:40:10,27.12049438051255,0.6358485927848178,2.169261777907516E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015192_0,1,2015-07-11 00:05:10,27.32318073922326,0.6086004783659573,3.5487556482527506E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015191_0,1,2015-07-10 00:50:09,27.68689515205991,0.4811627759276021,2.6243560163623253E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
A2015190_0,1,2015-07-09 00:15:10,27.351895986550247,0.4114525461570247,2.665855341876121E8,"{""type"":""Polygon"",""coordinates"":[[[-46.09788913332127,-3.6458047855439477],[-32.53534408364851,-3.6458047855439477],[-32.53534408364851,2.536230241580276],[-46.09788913332127,2.536230241580276],[-46.09788913332127,-3.6458047855439477]]]}"
